City,Latitude,Longitude,Humidity,Temperature,Clouds,Wind
Bol,13.4586,14.7147,35,19.439999999999998,0,8.99
Strezhevoy,60.7333,77.5889,98,-9.009999999999991,100,3.05
Scharnstein,47.9044,13.9601,95,2.140000000000043,3,3.54
Padang,-0.9492,100.3543,86,23.74000000000001,100,1.04
Kamenka,51.3223,42.7678,100,-17.18999999999997,100,2.24
Port Blair,11.6667,92.75,78,27.02000000000004,40,1.03
Guirang,11.35,125.1167,96,23.090000000000032,81,0.72
La Asuncion,11.0333,-63.8628,74,26.310000000000002,5,8.4
Natá,8.3333,-80.5167,48,31.930000000000007,70,9.3
Levice,48.2156,18.6071,89,0.28000000000002956,23,1.9
Suda,59.1525,37.5582,95,-4.939999999999998,100,5.03
Viranşehir,37.2353,39.7631,99,-3.919999999999959,90,1.61
Dongsheng,39.8161,109.9776,40,-5.0,0,4.38
Chizhou,30.6578,117.4831,83,6.439999999999998,0,4.27
Forbes,-33.3833,148.0167,64,17.090000000000032,0,5.26
Bubaque,11.2833,-15.8333,77,26.30000000000001,17,6.87
Viedma,-40.8135,-62.9967,90,18.100000000000023,100,6.6
Alto Araguaia,-17.3147,-53.2153,57,28.370000000000005,45,1.95
Launceston,-41.45,147.1667,91,10.080000000000041,4,3.6
Channel-Port aux Basques,47.5702,-59.1367,70,-4.810000000000002,99,13.18
Kyzyl-Suu,42.3414,78.0056,73,-1.6999999999999886,74,2.92
Örnsköldsvik,63.2909,18.7153,64,2.5300000000000296,100,10.8
Raymond Terrace,-32.75,151.75,78,22.220000000000027,100,8.23
Chalmette,29.9427,-89.9634,65,23.33000000000004,100,2.68
Tual,-5.6667,132.75,78,28.05000000000001,100,6.8
Polokwane,-23.9045,29.4688,68,20.470000000000027,83,3.09
Cayenne,4.9333,-52.3333,87,28.02000000000004,75,3.13
Puerto Madryn,-42.7692,-65.0385,62,16.870000000000005,100,2.84
Ust-Nera,64.5667,143.2,81,-35.18999999999997,9,1.18
Itarema,-2.9248,-39.9167,73,28.060000000000002,33,6.38
Bereket,39.2446,55.5154,71,4.07000000000005,0,6.44
Vila Velha,-20.3297,-40.2925,74,29.970000000000027,20,3.58
Talnakh,69.4865,88.3972,96,-19.329999999999984,100,3.07
Bowen,-20.0167,148.2333,79,23.120000000000005,70,4.17
Lavrentiya,65.5833,-171.0,92,-27.359999999999985,34,3.98
Ust'-Karsk,52.7011,118.8077,100,-30.809999999999974,62,0.53
Chara,56.9064,118.2631,81,-21.47999999999999,100,0.63
Mvuma,-19.2792,30.5283,60,18.200000000000045,2,3.76
Husavik,66.0449,-17.3389,78,-3.0499999999999545,97,5.78
Moranbah,-22.0016,148.0466,84,22.640000000000043,22,4.86
Shenjiamen,29.9576,122.298,77,9.0,96,5.47
Alpena,45.0617,-83.4327,64,-3.919999999999959,100,6.26
Biak,-0.9131,122.8766,88,24.170000000000016,100,1.49
Río Gallegos,-51.6226,-69.2181,28,20.03000000000003,20,4.12
Kaihua,23.3687,104.28,94,9.620000000000005,100,2.99
Vaitape,-16.5167,-151.75,78,26.810000000000002,100,9.85
Oschersleben,52.0333,11.25,88,5.080000000000041,100,8.57
Yuzhno-Kurilsk,44.0306,145.8556,68,-4.2099999999999795,99,6.24
Āsosa,10.0667,34.5333,33,16.689999999999998,6,2.4
Port Hardy,50.6996,-127.4199,93,9.310000000000002,100,7.72
Panguna,-6.3164,155.4848,89,20.189999999999998,93,0.34
Samarai,-10.6167,150.6667,80,27.129999999999995,100,5.67
Kabanjahe,3.1001,98.4908,87,17.420000000000016,75,0.68
Half Moon Bay,37.4636,-122.4286,76,18.100000000000023,0,5.14
Klyuchi,52.2667,79.1667,100,-19.46999999999997,72,1.21
Kaduqli,11.0167,29.7167,20,20.710000000000036,100,6.17
Pangody,65.85,74.4859,97,-16.70999999999998,97,4.32
Oddur,4.1213,43.8894,39,26.58000000000004,81,5.5
Sinop Province,41.7711,34.8709,94,-2.919999999999959,100,3.79
Bjørnevatn,69.6672,29.9847,86,-2.8100000000000023,40,1.54
Prado,-17.3411,-39.2208,72,27.110000000000014,5,3.42
Basco,20.4487,121.9702,80,23.24000000000001,42,8.69
Aklavik,68.2191,-135.0107,77,-23.99999999999997,100,1.54
Luleå,65.5842,22.1547,75,2.0400000000000205,0,8.23
Kaitangata,-46.2817,169.8464,79,12.180000000000007,100,5.07
Altay,47.8667,88.1167,77,-5.560000000000002,100,1.5
Necochea,-38.5473,-58.7368,65,22.24000000000001,86,8.66
Aykhal,66.0,111.5,100,-21.899999999999977,100,4.47
Camacha,33.0833,-16.3333,72,16.680000000000007,20,9.26
Sabang,5.8933,95.3214,75,26.970000000000027,92,5.63
Nome,64.5011,-165.4064,64,-23.95999999999998,0,1.54
Afrikanda,67.4429,32.7828,99,0.3900000000000432,100,2.2
Bereda,43.2686,-7.5406,96,6.060000000000002,2,1.47
Murgab,37.4966,61.9714,87,2.930000000000007,0,4.12
Arman',59.7,150.1667,75,-21.369999999999976,1,3.72
Bonavista,48.6499,-53.1147,64,-1.599999999999966,85,11.24
Rízoma,39.665,21.735,58,2.1299999999999955,0,0.44
Alofi,-19.0595,-169.9187,83,27.939999999999998,5,5.66
Perth,-31.9333,115.8333,33,29.100000000000023,0,2.06
Shimoda,34.6667,138.95,65,1.7200000000000273,3,9.0
Mitsamiouli,-11.3847,43.2844,77,27.77000000000004,100,6.98
Leh,34.1667,77.5833,78,-15.46999999999997,85,1.01
Trofors,65.5333,13.4063,84,-0.2999999999999545,98,2.77
Vágur,61.4732,-6.8119,55,1.5200000000000387,100,10.37
Jieshi,22.8134,115.8257,82,16.08000000000004,0,6.34
Petropavlovsk-Kamchatskiy,53.0452,158.6483,59,-3.669999999999959,75,7.0
Nerchinskiy Zavod,51.3088,119.61,100,-35.45999999999998,24,0.65
Jinchang,38.4953,102.1739,35,-3.7999999999999545,0,1.74
Fasa,28.9383,53.6482,81,7.580000000000041,0,2.06
Savalou,7.9281,1.9756,19,28.730000000000018,34,2.65
Okha,53.5739,142.9478,94,-16.41999999999996,96,7.99
Faya,18.3851,42.4509,82,12.29000000000002,2,2.64
Fuling,29.7022,107.3919,69,11.850000000000023,98,1.77
Porto Belo,-27.1578,-48.5531,79,32.110000000000014,0,6.02
Puerto Carreño,6.189,-67.4859,40,33.99000000000001,20,2.06
Qandala,11.472,49.8728,79,24.230000000000018,100,1.16
Khani,41.9563,42.9566,89,-4.239999999999952,100,1.69
Los Corrales de Buelna,43.2636,-4.0726,93,8.390000000000043,8,0.89
Buraidah,26.326,43.975,47,10.25,0,1.33
Ardatov,55.2421,43.097,96,-13.46999999999997,100,3.98
Tautira,-17.7333,-149.15,78,29.010000000000048,100,9.29
Bitung,1.4451,125.1824,85,24.470000000000027,100,2.54
Dustlik,40.5247,68.0358,76,1.6400000000000432,25,2.76
Yerbogachën,61.2767,108.0108,98,-19.289999999999964,93,3.36
Paragominas,-2.9667,-47.4833,84,25.660000000000025,100,0.72
Ovsyanka,55.9575,92.5519,99,-20.98999999999998,65,1.68
Itoman,26.1247,127.6694,62,14.010000000000048,7,2.57
Seoul,37.5683,126.9778,79,-9.310000000000002,0,2.57
Umluj,25.0213,37.2685,53,17.260000000000048,1,6.18
Kindu,-2.95,25.95,93,21.25,100,0.29
Tuma,55.148,40.5537,91,-11.370000000000005,95,3.27
La Ronge,55.1001,-105.2842,63,-26.859999999999985,0,1.54
Pāsighāt,28.0667,95.3333,47,12.700000000000045,50,1.64
Dunedin,-45.8742,170.5036,69,12.670000000000016,81,2.68
Pokoynoye,44.8097,44.2517,80,-1.5,100,2.59
Dourbali,11.8091,15.8632,18,18.220000000000027,0,4.2
Verāval,20.9,70.3667,59,21.370000000000005,0,5.3
Riachão das Neves,-11.7461,-44.91,68,28.210000000000036,1,1.46
Verkhoyansk,67.5447,133.385,100,-42.589999999999975,49,0.69
Comodoro Rivadavia,-45.8667,-67.5,20,23.920000000000016,20,5.66
Saint Andrews,34.0454,-81.1293,33,17.03000000000003,40,5.14
Khrebtovaya,56.7032,104.2494,98,-15.509999999999991,100,0.63
Kasangulu,-4.5911,15.1708,92,24.52000000000004,100,0.53
Pangkalanbuun,-2.6833,111.6167,99,22.870000000000005,100,1.22
